,link,bahan,bumbu,metode
10,https://resepmamiku.com/kuah-emie-mie-rebus-medan-liuin85,"750gr kepala udang segar.
13lbr daun salam.
10btg serai di geprek.
50gr gula aren.
2500ml Air.
2-3sdt garam(sesuai selera).
125gr daging udang segar dicincang halus.50gr tepung kanji.
25gr tepung terigu.
150ml Air.(semua bahan di campur dan di aduk rata,lalu di saring).","50gr bawang merah.
50gr bawang putih.
25gr kemiri.
50gr udang asin rebon/udang cepe.aqu tambahin lagi bubuk pala (secukupnya ) kayu manis 1 batang sama bunga lawang 2 pis","1.Airkepala udang di masak sampai mendidih..dan wangi,lalu di saring dan buang kepala udangnya,lalu masak lagi airnya dan kan serai,daun salam masak sampai mendidih..
2.sementara itu,tumis bumbu halus hingga wangi..lalu kan udang cincang,masak sampai berubah warna..angkat lalu masukkan ke dlm kuah tadi sambil diaduk-aduk,kan gula aren dan garam sesuai selera…icip”dulu rasanya,lalu masak sampai benar”harum…lalu masukkan adonan larutan pengentalnya sambil di aduk cepat spy tdk mengumpal ya..(sblm di masukkan ke dlm kuah..di aduk”dulu adonan pengentalnya ya),aduk2 smp mengental…angkat dan siap di sajikan bersama:
(1):Mie basah/mie telur yg telah di rebus.
(2):Tahu goreng lalu di potong”.(3):kentang rebus/goreng di potong “
(4): Telur rebus.(5):Irisan:tomat,daun seledri,bawang goreng,emping,kecap manis,jeruk nipis.
(6):sambal cabe rawit:
50gr cabe rawit hijau rawit merah direbus,lalu kan
1/2sdt garam
1/2sdt gula lalu di ulek sampai halus.
(7):100gr udang kering/udang kertas,dicuci,tiriskan,lalu
3sdm tep.beras,aduk2 smp rata,lalu digoreng sampai kering,angkat.."
11,https://resepmamiku.com/pempek-dos-kates-herlina2012,"Bahan A (biang):
300 gr 175 gr tepung terigu protein sedang125 gr udang giling
10 gr garam
5 gr kaldu jamur bubuk
1 sdm bawang putih (blender)
400 ml air panas yg mendidih
Bahan B:
2 butir telur
300 gr tepung sagu taniPepaya muda/kates",,"1. Dalam baskom campurkan semua bahan kering, masukkan air panas mendidih bertahap, aduk rata dg spatula.
2. Masukkan udang giling, aduk merata
3. Setelah itu masukkan telur satu per satu, aduk rata dgn adonan biang A lalu masukkan tepung sagu tani secara bertahap dan aduk ulenin hingga tercampur rata menjadi satu adonan, sisihkan"
12,https://resepmamiku.com/tahu-jeletot-fifinimartiyana,"10 bh Tahu
Tepung serbaguna secukupnya
Minyak untuk menggoreng secukupnya
Garam,kaldu bubuk,gula pasir secukupnya1 bh Wortel,iris korek api
Kol secukupnya,iris
Tauge secukupnya
6 bh Cabe Rawit Merah,iris
1 btg Daun Bawang,irie
Daun Seledri Secukupnya","4 bh Bawang Putih
1/2 sdt Merica","1. Goreng tahu hingga kecoklatan,angkat tiriskan
2. Tumis bumbu halus hingga harum,masukan wortel masak hingga setengah matang,masukan kol dan tauge,tambahkan garam,kaldu bubuk,gula pasir secukupnya masak hingga semua sayur matang,masukan daun bawang,daun seledri,cabe rawit aduk sebentar,angkat tiriskan
3. Gunting bagian tengah tahu,beri isian padatkan,lalu balurkan menggunakan tepung serbaguna
4. Panaskan minyak lalu goreng hingga kecoklatkan,angkat sajikan"
13,https://resepmamiku.com/ayam-goreng-penyet-ketutarsini,"1/4 kg paha ayam & 1/4 kg sayap ayam
Bumbu ungkep
Minyak goreng4-5 siung bawput
5 buah cabe merah kriting
10 buah cabe rawit merah
1 buah tomat
1 bks terasi instan
Secukupnya gula merah
Secukupnya kaldu jamur / garam
Jeruk limo",,"Ungkep ayam hingga empuk, kemudian goreng, sisihkan
Untuk sambal, bawput, cabe, tomat & terasi hingga matang
Ulek tumisan ditambah gulamerah & kaldu jamur/garam, koreksi rasa
Letakkan ayam goreng di sambal dan penyet, kucuri perasan jeruk limo, siap disajikan"
14,https://resepmamiku.com/sayap-ayam-goreng-bawang-putih-annasupriyanto,"6 potong sayap ayam
1 sdm saos tiram
Garam gula pasir secukupnya
1 bks bumbu lumur ayam spesial /sasa
Minyak utk mengoreng
5 siung bawang putih jgn dibuang kulitnya geprek
Minyak utk mengoreng
Saos sambel mayonnaise",,"1. Cuci ayam lalu di tusuk” dan bagian sayap atas kerat dgn pisau hingga tulangnya terlihat kasi sedikit garam dan perasan jeruk nipis diamkan 20 mntr
2. Campur sayap ayam dgn bumbu lumur sambil di remas” bersama bawang putih diamkan selama 45 menit lebih kurang
3. Goreng ayam sampai kekuningan sambil di bolak balik setelah hampir matang masukkan bawang putih
4.setelah ayam matang sajikan dgn saoas"
15,https://resepmamiku.com/semur-jengkol-pedas-dapur_izma,"300 gram jengkol tua, rebus dan geprek
6 siung bawang merah, iris tipis
2 lembar daun salam
1 sdm gula merah
Secukupnya kecap manis
Secukupnya air
Secukupnya garam
Secukupnya minyak goreng","3 siung bawang putih
10 buah cabe merah keriting
5 buah cabe rawit merah (sesuai selera)
2 butir kemiri
1/2 sdm ketumbar
1/2 sdt merica butiran
1/4 buah pala
Sejumput jinten","Panaskan minyak secukupnya, tumis bawang merah iris sampai matang kecoklatan,
Masukkan bumbu halus dan daun salam, aduk rata sampai bumbu matang.
Masukkan jengkol, tuangi air secukupnya, biarkan mendidih.
Bumbui garam, gula merah dan kecap manis, masak sampai bumbu meresap, koreksi rasanya.
Bila sudah pas matikan api, sajikan."
16,https://resepmamiku.com/tumis-kol-jamur-saus-tiram-jeehan_kitchen,"400 gr Kol potong Kasar
100 gr Jamur Tiram,suwir kasar
3 Sdm Saus Tiram
4 Siung Bawang Putih, cincang halus
2 Sdm Margarin Blueband
1/4 Sdt Gula Pasir
1 /4 Sdt Merica bubuk
Secukupnya Garam
Secukupnya kaldu Jamur",,"1. Lelehkan Margarin tumis bawang putih hingga layu,masukan jamur danbtumis selama 30 detik.
2. Masuka kubis/kol aduk rata dan tumi selama 1 menit dwngan api besar.
3. Masukan Saus tiram, kaldu jamur, merica bubuk, gula pasir dan garam,aduk rata tumis selama 1 menit ,koreksi rasa angkat dan sajikan."
17,https://resepmamiku.com/empal-daging-fransiskaailen,"1/2 kg daging (bagian paha atas)
Santan
1sdt asam Jawa
2 lbr daun salam
1 batang serai geprek
1 sdm gula merah
Garam, penyedap jamur,lada secukupnya",,"1. Rebus daging hingga empuk.lalu iris sesuai selera.pukul pukul daging jangan sampai hancur
2.tumis bumbu halus masukan serai,daun salam, masukan daging,asem,gula merah,garam,lada, penyedap jamur.
3.masukan santan,masak sampai bumbu meresap dan kering.
4.goreng daging dengan minyak panas sebentar.lalu angkat dan sajikan dengan sambel terasi dan lalapan."
18,https://resepmamiku.com/omelet-in-hole-orincookies,"3 lembar roti tawar
3 butir telur
3 bh sosis cocktail potong dadu
2 adm wortel potong dadu
1 sdm paprika merah potong dadu
1 sdm paprika hijau potong dadu
3 lembar Prochiz Quick Melt
Blueband secukupnya
Garam secukupnya
Lada bubuk secukupnya
Kaldu ayam secukupnya",,"1. Lelehkan butter tumis sosis dan paprika beri garam kaldu dan lada bubuk aduk rata masak hingga matang.
2. Kocok telur beri garam dan lada
3. Ambil roti tawar bolongkan tengahnya.
4. Leleskan butter masukan roti yang sudah di bolonglam beri isian tumisa sosis. Tuang kocokan telur beri lembaran keju melted lalu tutup dengan roti potingan tadi.
5. Bolak balikkan roti omlet masak hingga kuning kecoklatan sajikan."
19,https://resepmamiku.com/orak-arik-pedas-yscooking,"3 butir telur, orak arik agak besar
1 sdm kecap manis
1 sdt gula pasir
1 sdm saus tiram
Garam, merica","5 cabe
3 bawput
4 bawmer
1 tomat
1/2 sdm gula merah sisir
1 blok terasi","1. Tumis bumbu halus sampai harum dan berminyak.
2. Beri bumbu, aduk rata dan koreksi rasa
3. Masukkan telur, aduk dan tuang sedikit air, masak sampai meresap, sajikan."
20,https://resepmamiku.com/rolade-mie-debbie_ariesthea,"1 bks Mie goreng Lemonilo
1/2 bh Wortel potong dadu
1 btg Daun bawang
1 btr Telur
Plastik wrap1 btr Telur, kocok lepas",,"1. Rebus mie hingga lunak, angkat. Masukkan bumbu lemonilo, wortel, daun bawang dan telur.
2. Kulitnya: Panaskan teflon anti lengket, bikin dadar tipis melebar.
3. Taruh adonan mie di kulit telur dadar, lalu ratakan dan gulung dari tepi hingga ujung sambil dipadatkan, bungkus dgn plastik wrap padatkan ujungnya.
4. Kukus rolade kurang lebih 20 menit atau hingga matang, angkat dan potong2 setelah dingin, goreng sebentar hingga kuning keemasan, siap sajikan."
21,https://resepmamiku.com/rolade-bumbu-soto-dhiahoddie,"500 gr daging sapi, haluskan
1 bungkus Racik Bumbu Spesial Soto Ayam
1 butir telur
50 gr tepung tapioka5 butir telur
3 sdm tepung tapioka
2 sdm air
Garam dan lada bubuk secukupnya","1. Membuat Kulit Rolade: campur semua bahan kulit, aduk rata. Buat dadar tipis dengan sedikit minyak, sisihkan.
2. Membuat Isian : Campur Racik Bumbu Spesial Soto Ayam dengan daging sapi, telur, dan tepung tapioka, aduk rata.
3. Ambil satu lembar kulit, beri bahan isian secukupnya, ratakan dan gulung.
4. Bungkus alumunium foil/plastik kemudian kukus selama 45 menit atau hingga matang. Angkat dan dinginkan.
5. Setelah matang, potong rolade sesuai selera, sajikan dengan bahan pelengkap (Kentang, Wortel, Buncis) dan saus tomat",
22,https://resepmamiku.com/tahu-isi-sayur-christinsetiorini,"10 buah tahu goreng5 bj bawang merah rajang halus
2 bj bawang putih rajang halus
1 buah wortel parut memanjang
100 gr udang kupas potong2
200 gr tauge
200 gr kubis iris2
2 btg daun bawang rajang
Garam, gula, merica dan kaldu jamur secukupnya100 gr tepung terigu ( me tepung mocaf Ladang Lima)
30 gr tepung beras
Garam dan kaldu jamur secukupnya
Air secukupnya",,"Tumis bawang merah dan bawang putih, masukkan udang, lalu wortel, kubis, daun bawang dan tauge. Beri bumbu tes rasa sisihkan.Aduk rata semua bahan, tuang air koreksi kekentalan."
23,https://resepmamiku.com/tofu-nori-kukus-siram-daging-yscooking,"3 buah tofu
1 lbr nori, potong2200gr daging giling
2 siung bawput cincang
1 sdm kecap manis
2 sdm.kecap asin
1 sdm saus tiram
Garam, merica
Larutan maizena
1 sdt minyak wijen","1/2 sdm.saus tiram
2 sdm kecap asin
1 sdm arak masak ( bole skip)
1/2 sdm maizena","1. Marinasi daging dgn bumbu min 15 mnt.
2. Taruh nori di atas tofu, lalu kukus tofu 5 menit atau sampai matang. Buang sisa airnya
3. Tumis bawput hingga harum, masukkan daging, setelah pucat beri bumbu, aduk rata
4. Tuang sedikit air lalu kentalkan dgn larutan maizena. Setelah meletup beri minyak wijen lalu siram di atas tofu."
24,https://resepmamiku.com/tofu-spinach-qiutin-kitchen,"1 ikat bayam biasa
500 ml susu kedelai unsweetened
4 butir ayam
Garam dan kaldu jamur secukupnya3 siung bawang putih, cincang halus
1 buah wortel, potong2
Brokoli secukupnya
1 sdm saus tiram
1 sdm kecap asin
1 sdm minyak wijen
Lada secukupnya
Garam dan kaldu jamur secukupnya
Air secukupnya
Minyak untuk menumis",,"1. Siangi bayam , cuci, iris dan cincang daun ayam, dan peras airnya.
2. Masukan telur dalam wadah , kocok ringan dengan whisk dan tuang susu kedelai dan garam aduk rata kembali.
Saring.
3. Pada wadah tahan panas , beri alas baking paper. Tuang susu telur sambil di saring kembali. Letakan sedikit demi sedikit cincangan bayam di atasnya.
4. Kukus selama 30 hingga matang dan set. Matikan api
5. Diamkan hingga tofu dingin , Kemudian potong potong dan goreng.Tumis bawang putih hingga wangi , tuang air secukupnya. Beri saus tiram, kecap asin dan minyak wijen. Masak hingga mendidih. Masukan wortel.dan brokoli masak hingga matang beri garam, lada dan kaldu jamur.
Kentalkan dengan maizena , beri potongan tofu spinach yang sudah di goreng. Aduk rata. Matikan api."
25,https://resepmamiku.com/otak-ikan-goreng-birgittawang_,"500gr daging ikan tenggiri
100cc santan kental
150 sagu/tpg tapioka (sy, 120gr).
3siung bwg putih, haluskan.
5siubg bwg merah, cacah/cincang.
2btg daun bwg, iris”.
Garam, kaldu jamur, lada bubuk, gula secukupnya.
Minyak utk menggoreng.
Secukupnya sagu utk baluran.",,"Choper ikan dgn santan
Masukkan garam, kaldu jamur, lada bubuk, gula, duo bawang, daun bwg aduk rata.
Beri sagu secukupnya.
Panaskan minyak goreng.
Baluri tangan dgn sagu
Ambil 1sdm penuh adonan bentuk otak” goreng matang.
Angkat dan tiriskan.
Sajikan dgn saos fav masing”.
Semoga bermanfaat."
26,https://resepmamiku.com/buncis-siram-daging-cincang-yscooking,"1 ikat baby buncis200gr daging cincang
2 siung bawput cincang
1 cabe merah cincang
1 sdm saus tiram
1 sdm kecap manis
2 sdm kecap asin
1/2 sdm gula
Garam, merica
Larutan maizena",,"1. Goreng/ rebus buncis sebentar saja, angkat dan tata di piring saji
2. Tumis bawput dan cabe hingga harum, masukkan daging, setelah daging pucat masukkan bumbu
3. Tuang sedikit air, aduk rata lalu kentalkan dgn larutan maizena
4. Siram di atas buncis, sajikan"
27,https://resepmamiku.com/bakwan-bihun-kuah-birgittawang_,"300gr daging ikan tenggiri
125cc (1putel air es)
200gr sagu tani.
2siung bwg putih, haluskan.
Garam, kaldu jamur secukupnya.",,"Uleni ikan dgn putel. air es.
Mskkn bwg putih, garam dan kaldu jamur aduk rata.
Beri sagu secukupnya aduk rata.
Bentuk bulat
Rebus sampai matang/mengapung.
Angkat dan tiriskan.Tumis bumbu halus sampai harum,.sisihkan.
Didihkan kaldu/air beri garam, kaldu jamur dan lada bubuk.
Mskkn tumisan duo bawang, aduk rata.
Tes rasa dan angkat."
28,https://resepmamiku.com/okra-tumis-telur-ebi-jeehan_kitchen,"250 gr Okra ,potobg serong
2 butir Telur Ayam
1 Sdm Ebi di rendam air panas
20 gr Bawang putih di cincang halus
50 gr Bawang Bombay, iris memanjang
3 Sdm Margarin Blueband
5 buah Cabai Habanero warna merah,kuning dan hijau.
100 ml Air panas
1 Sdt Kaldu ayam bubuk
secukupnya garam himalaya
1/8 Sdt Merica bubuk ladaku",,"1.lelehkan Margarin, masukan telur dan buat orak arik,angkat dan sisihkan.
2. Lelehkan Margarin tumis bawang putih dan bawang Bombay hingga harum.
3. Masukan Okra dan air panas,aduk rata masak selama 2 menit.
4. Masukan cabai habareno, orak arik telur,garam,kaldu bubuk dan merica bubuk, aduk rata koreksi angkat dan tiriskan."
29,https://resepmamiku.com/asinan-sayur-annasupriyanto,"1/2 ikat Sayur asin
1 buah Wortel
10 tangkai Lokio
1 buah timun
Toge secukupnya
1 kotak Tahu putih
Kacangnya ketinggal di pasar
300 ml air lebih kurang
Cuka beras secukupnya
Garam gula pasir gula merah secukupnya","10 cabe merah keriting
5 cabe rawit merah
Tingkat ke pedasanya sesuai selera","1. Bumbu halus di masak dgn air garam gula pasir cuka dan gula merah setelah mendidih koreksi rasa setelah uap panas hilang saring/tdk di saring jga boleh.
2. Rebus tahu atau kukus kemudian potong.
3. Wortel remas” dgn garam kemudian bilas tiriskan
4. Bahan kuah sdh siap masukkan sayuran aduk rata.
5. simpan dlm kulkas setelah dingin sajikan dgn tambahan kacang goreng dan kerupuk."
30,https://resepmamiku.com/sup-ayam-herbal-liuin85,"1 1⁄2 ekor ayam kampung
1 bungkus obat herbal khusus tim ayam
air secukupnya
garam secukupnya
kaldu jamur secukupnya",,"Semua bahan masuk ke dlm slow cooker lalu tekan tombol high masak hingga ayam empuk .
Bisa juga malam2 sebelum tdr masukin ke slow coker nah besok pagi sup ayamnya sudah mateng dan siap dihidangkan"
31,https://resepmamiku.com/chicken-popcorn-sambal-matah-matthewmaureen,"1 kg dada ayam fillet , potong-potong
5 sdm tepung Maizena
3 sdm tepung terigu
1 btr telur","5 siung bawang putih haluskan
1/2 sdt merica bubuk
1 sdm saus tiram
1 sdt kecap asin
Garam, kaldu jamur secukupnya","1. Cuci bersih potongan ayam lalu tiriskan hingga kering. Masukkan bumbu marinasi aduk rata.
2. Masukkan bahan tepung aduk rata kemudian masukkan telur aduk rata.
3. Simpan dala kulkas 1 jam spy bumbu lebih meresap lalu goreng hingga matang/golden brown
4. Angkat tata dalam piring saji1. Siapkan wadah masukkan irisan cabe , bawang merah, daun jeruk , sere, aduk rata. Tambahkan garam, kaldu jamur, gula aduk rata
2. Tuang minyak matang tambahkan perasan jeruk aduk rata. Koreksi rasa. Sajikan dengan ayam Popcorn goreng"
32,https://resepmamiku.com/omelet-sayur-dapur_dyna,"3 butir telur kocok
1 buah wortel potong dadu kecil
5 batang buncis potong dadu kecil
1 batang daun bawang iris tipis
lada & garam secukupnya.",,"1. Campur wortel, buncis & daun bawang ke dalam kocokan telur
2. Goreng dengan minyak sedikit atau tanpa minyak juga bisa di teflon anti lengket.
3. Goreng dengan api keceil, jangan sampai gosong & jangan terlalu kering.
4. Di makan dengan tambahn saus mayonais dan selada."
33,https://resepmamiku.com/sambel-tempe-penyet-kemangi-laysisilia,"Tempe goreng
Daun kemangiCabe rawit merah
Cabe merah keriting
Bawang merah
Bawang putih
Tomat
Gula garam secukupnya",,"Goreng dg sedikit minyak bahan2 sambal sampe wangi dan sedikit layu, angkat lalu ulek kasar, bumbui dg gula dan garam, test rasa, masukkan tempe dipenyet2 kasar lalu tambahkan daun kemangi"
34,https://resepmamiku.com/kuotie-gyoza-mgrt-erna,"150 gr Daging ayam, cincang halus
100 Daging udang, cincang kasar
2 sdm tepung tapioka
1 sdm Saus tiram
1 sdt Minyak wijen
1 sdt Garam
1 sdt Gula pasir
2 btg Daun bawang, iris halus
1 bungkus Kulit gyoza",,"1. Dalam wadah, campur semua bahan aduk rata. Koreksi/mencicipi rasanya dengan digoreng atau direbus.
2. Ambil selembar kulit gyoza, beri isian di tengahnya , Tangkupkan jadi setengah lingkaran lalu lipat dan tumpuk di sepanjang sisinya.
3. Tekan sedikit ujungnya agar menempel. Lakukan hingga habis.(bentuk sesuai selera)
4. Panaskan teflon/wajan anti lengket. Beri sedikit minyak goreng.
5. Tata gyoza dan biarkan masak hingga sisi bagian bawah berubah kecoklatan.
6. Setealah bawahnya kecoklatan, tuang air hingga 1⁄4 tinggi gyoza. Tutup wajan. Biarkan masak hingga airnya habis dan kulit gyoza terlihat jadi transparan serta matang. Angkat.
7. Siap disajikan bersama saus."
