,Unnamed: 0,judul,link,bahan,bumbu,metode
10,10,Botok Tahu Tempe Toro,https://resepmamiku.com/botok-tahu-tempe-toro-dhiahoddie,"1 papan tempe, potong dadu
1 kotak tahu putih, potong dadu
150 gr toro (petai cina), rebus
200 gr kelapa parut
1 genggam kemangi
1 buah tomat
2 lbr daun jeruk, iris
2 lbr daun salam, iris
Daun pisang tusuk gigi secukupnya","7 siung bawang merah
6 siung bawang putih
3 butir kemiri
8 buah cabe keriting
10 buah cabe rawit
1 ruas kencur
Gula, garam dan kaldu bubuk secukupnya","1. Campur kelapa parut, bumbu halus, daun jeruk salam, toro (petai cina), kemangi dan tomat, aduk sampai tercampur rata.
2. Siapkan daun pisang, beri 2 sdm adonan, bungkus rapat dan semat dengan tusuk gigi.
3. Kukus selama 30 menit/ matang. Angkat dan siap di sajikan."
11,11,Ayam Bumbu Kuning,https://resepmamiku.com/ayam-bumbu-kuning-dhiahoddie,"1 kg sayap ayam dan paha
3 lbr daun jeruk
2 lbr daun salam
1 batang serai
1 ruas lengkuaa
1 buah tomat
Gula, garam, lada dan kaldu bubuk secukupnya","8 siung bawang merah
7 siung bawang putih
4 butir kemiri
1 jempol kunyit
1 ruas jahe
1 sdt ketumbar bubuk1. Rebus ayam, daun jeruk dan daun salam sebentar, buang airnya dan goreng setengah matang.
2. Tumis bumbu halus, daun jeruk, daun salam, serai dan lengkuas sampai harum.
3. Masukkan ayam, tuang air secukupnya, gula, garam, lada dan kaldu bubuk. Ukep sampai ayam matang dan bumbu meresap.
4. Tambahkan tomat, aduk2 sebentar sampai kuah mengental. Angkat dan siap di sajikan.",
12,12,Eomuk,https://resepmamiku.com/eomuk-yscooking,"1/2 kg ikan kakap/tenggiri
1/4 wortel parut
2 sdm tepung tapioka
100 ml air4 siung bawang putih
2 batang daun bawang
1 sdm kecap ikan
1 sdm minyak wijen
1 sdt kecap asin
garam, gula, lada, dan kaldu bubuk secukupnya","5 siung bawang putih
1/2 bawang bombay
1 butir telur ayam
1 sdm garam
1,5 sdm gula pasir
1 sdt lada bubuk
1 sdt kaldu Bubuk
1/2 sdt baking soda","1. Haluskan ikan dan duo bawang. Lalu campur kan dgn bumbu dan bahan ygvlain, aduk rata
2. Siapkan plastik, ambil sekitar 3 sdm adonan, tutup dgn plasti lg lalu ratakan hingga pipih. Potong memanjang. Ulangi sampai habis
3. Goreng eomuk sampai kekuningan. Angkat. Lalu tusuk dgn tusuk sate
4. Kuah: rebus bawput hingga mendidih, beri bumbu. Didihkan kembali.
5. Masukkam eomuk dan daun bawang, didihkan kembali. Sajikan."
13,13,Air Fryer Chicken Wings,https://resepmamiku.com/air-fryer-chicken-wings-sarongsarie,"500gr sayap ayam
1.5 sdm kecap manis
1.5 sdm saos tiram
1 sdm saos tomat
2 sdm madu
1,5 sdm saos sambal
1 sdt bubuk bawang putih
1 sdt kaldu jamur
1/2 sdt lada
2 sdm minyak goreng",,"campur semua bahan kecuali minyak goreng, aduk rata lalu marinasi selama 2 jam suhu ruang atau semalaman di kulkas – setelah dimarinasi, masukkan minyak goreng, aduk rata
air fryer suhu 200C 20 menit atau hingga matang, menit ke 10 oles dengan sisa bahan marinasi dan balik ayam
jadi dan siap disajikan dengan saos"
14,14,Buncis Bawang Putih,https://resepmamiku.com/buncis-bawang-putih-yscooking,"1 ikat baby buncis
Bawang putih yg banyak dan harus ikhlas, cincang kasar
1/2 sdm saus tiram
Garam, merica
1 sdt biji wijen sangrai ( optional)",,"1. Rebus/goreng buncis sampai matang ( saya punya direbus biar lebih sehat)
2. Tumis bawang putih hingga wangi.
3. Masukan buncis dan beri bumbu, aduk rata, masak hingga bumbu merata.
4. Sajikan"
15,15,Ikan Pari Masak Santan,https://resepmamiku.com/ikan-pari-masak-santan-rachelviann,"1 Ekor ikan pari segar potong2
Air jeruk nipis
1/4 sdt garam
1/2 sdt kaldu jamur
1 sdt gula jawa
Tepung maizena secukupnya
600 ml air putih
65 ml santan instan
2 lembar daun salam
4 lembar daun jeruk
2 cm jahe geprek
4 cm lengkuas geprek
Tomat ijo","5 buah bawang merah
3 siung bawang putih
3 butir kemiri
3 cm kunyit","Kucuri ikan dengan air jeruk nipis lalu cuci bersih
Beri garam dan kaldu bubuk lalu taburi tepung maizena
Goreng ikan sampai kekuningan tiriskan
Tumis bumbu halus daun salam,lengkuas,jahe dan daun jeruk sampai wangi,beri air sesuai selera
Masukan garam,kaldu jamur dan gula jawa lalu aduk rata
Masukan santan instan dan cabe rawit utuh aduk rata
Masukan ikan yang sdh di goreng masak sampai kuah bercampur lalu masukan tomat hijau
Ikan pari kuah santan siap di sajikan dengan nasi putih hangat"
16,16,Ayam Fillet Goreng Mentega,https://resepmamiku.com/ayam-fillet-goreng-mentega-yscooking,"2 paha ayam fillet potong agak besar1/2 buah bombay, iris
2 siung bawang putih cincang
3 sdm kecap manis
1 sdm saus tiram
1 sdm kecap inggris
1 sdm saus tomat
2 sdm mentega untuk menumis
Gula secukupnya
garam, merica
1 buah jeruk limau",,"1. Marinasi ayam dgn bumbu 30 mnt
2. Goreng ayam sampai kekuningan. angkat. Sisihkan.
Untuk sausnya:
1. Panaskan mentega lalu tumis bawang putih sampai harum.
2. Masukan bawang bombay lalu masukan kecap inggris, saus tiram, gula, saus tomat, kecap manis, garam, merica. koreksi rasa. masak sampai kental.
3. Masukan ayam, aduk rata, masak sampai berminyak. Angkat lalu beri perasan jeruk limau."
17,17,Brokoli Cah Daging Sapi,https://resepmamiku.com/brokoli-cah-daging-sapi-yscooking,"1 bonggol brokoli
100gr sapi has dalam iris tipis
2 siung bawput cincang
1/4 bombay iris
Larutan maizena","2 sdm kecap asin
1/2 sdm maizena
Merica","1. Bumbui daging dgn bumbu marinasi biarkan 15 mnt
2. Tumis bawput dan bombay hingga wangi, masukkan daging masak sampai pucat
3. Masukkan brokoli, tuang saus aduk rata
4. Tuang air sampai setengab tumisan, setelah mendidih dan brokoli matang beri larutan maizena
5. Masak ssmpai kental dan meletup. Sajikan"
18,18,Terong Pete Balado,https://resepmamiku.com/terong-pete-balado-matthewmaureen,"5 bh terong belah 2
2 papan pete kupas belah 2
Sejumput teri Medan goreng
Garam, kaldu jamur, gula , air secukupnya","8 siung bawang merah
2 bh tomat sedang
5 bh cabe merah keriting
7 bh cabe rawit merah","1. Cuci bersih potongan terong lalu tiriskan lalu goreng smp matang. Sisihkan
2. Tumis bumbu halus hingga harum masukkan garam, kaldu jamur, gula , sedikit air masak hingga matang.
3. Masukkan pete aduk rata, koreksi rasa. Biarkan suhu ruang lalu siram di atas terong goreng. Sajikan"
19,19,Lumpia Pedas Isi Bengkoang,https://resepmamiku.com/lumpia-pedas-isi-bengkoang-matthewmaureen,"Kulit lumpia secukupnya
400 gr bengkoang parut , cuci bersih
1 sdm cabe bubuk
2 sdm tepung terigu air aduk kental untuk perekat/lem
Garam, gula, kaldu jamur, air secukupnya","6 siung bawang merah
3 siung bawang putih
5 bh cabe rawit merah
3 bh cabe merah keriting","1. Tumis bumbu halus hingga harum masukkan parutan bengkoang tambahan garam, gula, kaldu bubuk dan cabe bubuk aduk-aduk hingga tercampur rata dan bumbu matang.
2. Koreksi rasa, setelah matang/agak kering angkat biarkan suhu ruang. Kemudian ambil satu kulit lumpia beri isian bengkoang gulung sedikit lalu tekuk sisi kanan dan kiri kemudian gulung, beri perekat di bibir/ujung kulit lumpia. Lakukan smp adonan habis
3. Goreng dalam minyak panas hingga golden brown, jgn lupa di bolak-balik spy matangnya merata. Angkat sajikan"
20,20,Soto Ayam Medan Dengan Susu,https://resepmamiku.com/soto-ayam-medan-dengan-susu-lim_henni,"1 ekor Ayam kalasan/pejantan besar (pot 4) berat 1kg
500 ml Air
1 liter Susu cair
6 lmbr Daun jeruk
4 lmbr Daun salam
2 batang Serai/sereh (geprek)
2 ruas Lengkuas (geprek)
2 biji Bunga lawang
8 biji Kapulaga
4 cm Kayu manis
1 sdt Gula
1 sdm Garam
1 sdt Kaldu bubuk
25 ml Minyak goreng tuk menumis bumbu halus","10 siung Bawang merah
6 siung Bawang putih
1 ruas Jahe
2 ruas Kunyit (me : 1sdt kunyit bubuk)
5 butir Kemiri
1 sdm Ketumbar
1 sdt Jinten
1 sdt Merica
100 ml Air (tuk blender)","Tumis bumbu halus dgn minyak tambahkan d.jeruk, d.salam, serai, lengkuas, b.lawang, kapulaga, kayumanis hingga harum
Masukkan ayam aduk2 tuang air dan setengah dari susu cair tmbhkan garam, gula, kaldu. Ungkep ayam dgn api kecil, bs tmbhkan air lg kalau air di panci berkurang, ungkep hingga ayam empuk, sesekali diaduk supaya susu tdk pecah
Angkat ayam sisihkan, masukkan sisa susu cair aduk2 tes rasa, siap disajikan
Kemudian goreng ayam hingga kecoklatan, suwir2 dan sisihkankupas kentang, potong2 dan goreng hingga matang, panas2 haluskan atau diuleg, masukkan semua bumbu, seledri dan kuning telur aduk hingga tercampur rata, bulatkan pipih celup ke kocokan telur dan goreng hingga kecoklatan"
21,21,Risol Mayo Mentai,https://resepmamiku.com/risol-mayo-mentai-dhiahoddie,"250 gr tepung terigu
2 sdm tepung sagu/ tapioka
1 butir telur
1/2 sdt garam
2 sdm minyak goreng
650 ml air",,"1. Kulit : campur semua bahan jadi satu, aduk sampai tidak bergerindil, saring.
2. Panaskan pan anti lengket, tuang 1 sdk sayur adonan, goyang2kan pan sampai rata.
3. Jika pinggiran sudah mengering, angkat dan sisiskan.
4. Ambil kulit risol, beri saus mentai, tata sosis dan telur, gulung.
5. Celup pada lapisan basah, balur ke tepung panko, goreng sampai kuning kecoklatan. Angkat dan tiriskan. (Resep di atas jadi 20 pcs)"
22,22,Beef Slice Saus Lada Hitam,https://resepmamiku.com/beef-slice-saus-lada-hitam-dita_dwistyani,"1 bks beef slice
1 btg daun bawang (optional)","1⁄2 siung bawabng bombay, cincang kasar
3 siung bawang putih, cincang1⁄2 sdt garam
1⁄2 sdt kaldu jamur
1 sdt gula
Saori saos lada hitam, pakai secukupnya
Kecap manis secukupnya","1. Tumis bombay dan bawang putih hingga wangi
2. Masukkan beef slice dan aduk merata
3. Beri bumbu2 kering, saos lada hitam, kecap manis dan air, lalu aduk merata kembali
4. Biarkan bumbu meresap dan air agak saat, sesaat diangkat masukkan daun bawang(ini optinal)
5. Jangan lupa koreksi rasa dan siap disajikan"
23,23,Oseng Cumi,https://resepmamiku.com/oseng-cumi-dynasr_photography,"250 gr cumi
4 siung bawang merah iris
4 siung bawang putih iris
2 buah cabe ijo besar iris
4 buah cabe rawit merah iris
1 ruas laos
2 lembar daun salam
1 sdm saos tiran
1 sdm sambal matang",,"1. Tumis semua bawang sampai matang kemudian masukan cabe, laos, daun salam, saos tiram serta sambal tumis sampai matang.
2. Masukan cumi masak cepat saja, ngga usah diberi air karena nantinya malah alot kalau menurut saya. Selamat Mencoba.."
24,24,Pia Pia Udang,https://resepmamiku.com/pia-pia-udang-dhora_kusumadewi,"250 gr tepung terigu
2 sdm tepung beras
1/4 sdt baking powder
1/2 sdt kaldu jamur
1 butir telur
400 ml air3 lembar kol iris tipis
2 wortel iris panjang tipis
2 batang daun bawang iris tipis
Udang secukupnya","2 siung bawang putih
2 butir kemiri
1/2 sdt lada
Garam secukupnya","1. Campirkan bahan kering, aduk, tuang bumbu, telur, air, dan sayuran, aduk.
2. Panaskan minyak, rendam cetakan, tuang adonan dalam cetakan, beri udah diatasnya.
3. Goreng dengan api sedang, goyang2kan cetakan, jika pia belum lepas bisa dibantu dengan sendok. Goreng sampai keemasan. Angkat."
25,25,Salmon Porridge,https://resepmamiku.com/salmon-porridge-lim_henni,"150 gr Salmon fillet tanpa kulit
1/2 bh Jeruk nipis
Minyak goreng secukupnya (untuk nge grill salmon)100 gr Beras pulen, cuci bersih
1000 – 1500 Air
2 cm Jahe, iris2 tipis
1/2 sdt Garam
1/2 sdt Kaldu jamur
50 ml Salmon broth @king.broth
1 sdm Minyak Bawang putih goreng
1 batang Daun bawang kecil, iris2","2 siung Bawang putih cincang halus
1 cm Jahe, cincang halus
1 sdm Kecap asin
1 sdt Minyak wijen
1/4 sdt Merica bubuk","Kucuri salmon dgn jeruk nipis, diamkan sebentar
Potong2 salmon sekitar 1cm, marinasi dgn bumbu marinasi diatas, diamkan 1jam
Minyak bawang putih : goreng bawang putih sampai kuning keemasan, sisihkan
Panaskan 1 liter air masukkan beras yg sudah di cuci, tambahkan garam dan kaldu jamur, masak sampai bubur matang kira2 45menit – 1jam dgn api sedang cenderung kecil, kalau mau tekstur bubur yg halus bs tambahkan air lagi masak lagi 15 – 30 menit sambil diaduk aduk terus
5 menit sblm diangkat tuang salmon broth dari @king.broth
Tambahkan minyak wijen, minyak bawang putih dan daun bawang. Aduk2 siap disajikan.
Panaskan teflon dgn sedikit minyak, grill salmon yg tadi dimarinasi sampai kuning keemasan dan matang
Siapkan mangkok, isi dgn bubur dan beri topping daging salmon, daun bawang dan minyak bawang putih."
26,26,Ayam Masak 3 Saos,https://resepmamiku.com/ayam-masak-3-saos-fransiskaailen,"Ayam kampung potong potong
1 bks desaku bumbu marinasi
1/2 sdm maizena
2 sdm air5 sdm kecap manis
2 sdm saos tomat
1 sdt lada bubuk
200ml air3 sdm minyak goreng
3 siung baput cincang
2cm jahe geprek1sdm margarin
1 buah bawang bombai rajang",,"1. Tumis bahan 3 sampai harum.
2. Masukkan Ayam yang sudah di marinasi. Tumis sampai ayam agak tergoreng dan berubah warna.
3. Masukkan campuran saus, masak selama 8 menit.
4. Kemudian tutup wajan, lanjutkan masak lagi dengan api sedang selama 8 menit lagi.
5. Masukkan bawang bombay dan margarin, aduk sebentar sampai bawang bombay layu, dan sampai kekentalan yang diinginkan.
6. Sajikan."
27,27,Sup Ayam Sayur,https://resepmamiku.com/sup-ayam-sayur-dita_dwistyani,"200 gr ayam fillet dada
Mix vegetable (polong, wortel, jagung)
1 btr telur ayam","1⁄2 siung bawang bombay, cincang
3 siung bawang putih,cincang
1⁄2 sdt garam
1⁄2 sdt kaldu jamur
1⁄2 sdt gula
1⁄4 sdt lada bubuk
Minyak wijen secukupnya","1. Kukus ayam lalu suwir-suwir, sisihkan
2. Tumis bawang bombay dan bawang putih hingga wangi
3. Didihkan air sebanyak 700 ml lalu masukkan tumisan bawang
4. Lalu masukkan suwiran ayam, mix vegetable
5. Kocok lepas telur, lalu masukkan kedalam panci dan aduk merata
6. Beri garam,kaldu bubuk,gula, lada bubuk dan aduk merata
7. Sesaat akan diangkat tambahkan minyak wijen aduk merata
8. Jangan lupa koreksi rasa dan siap disajikan"
28,28,Pempek Nasi,https://resepmamiku.com/pempek-nasi-vianney_lim99,"500 gr nasi sisa
100 gr terigu
8 siung bawang putih
5 buah bawang merah
700 ml air
1 sdm kaldu jamur
1,5 sdt garam
1/2 sdt merica
2 btr telur
500 gr tapioka
Air secukupnya untuk merebus pempek
3 sdm minyak sayur400 gr gula merah
40 gr asam jawa
8 siung (40 gr) bawang putih
1 sdt garam
400 ml air
3 cabe rawit
(Tutorialnya aku share di next video aja ya)",,"1. Tuang bahan yg uda dihaluskan ke wajan anti lengket. Masak sampai meletup2 dan adonan cukup kering.
2. Angkat dari kompor dan diamkan sampai adonan tidak panas lagi.
3. Tuang 400 gr tapioka ke alas kerja. Masukkan adonan yg uda dingin. Masukkan telur. Campur sampai menjadi adonan yg kalis. Tambahkan sisa tapioka jika adonan masih lengket.
4. Gulung adonan memanjang, potong 12 bagian. Ambil 1 bagian adonan dan bentuk memanjang sprt di video.
5. Siapkan air mendidih, tambahkan 3 sdm minyak sayur. Rebus pempek sampai mengapung dan matang. Angkat dan tiriskan. Tunggu dingin baru dipotong2.
6. Goreng di minyak panas dg api sedang sampai kecoklatan. Sajikan dg disiram cuko, taburi dg ebi dan timun potong."
29,29,Tom Yam Seafood,https://resepmamiku.com/tom-yam-seafood-dhiahoddie,"500 gr Shifudo Steamboat Seafood Set with Gochujang
200 gr udang, pisahkan badan dan kepalanya
1 bungkus jamur enoki
Segenggam pokcoy
2 lbr daun jeruk
2 batang serai
Gula, garam dan kaldu bubuk secukupnya","6 siung bawang merah
5 siung bawang putih
8 buah cabe keriting
1 buah cabe merah
8 buah cabe rawit","1. Tumis bumbu halus, daun jeruk dan serai sampai harum, sisihkan.
2. Goreng kepala ikan dengan sedikit minyak sampai kering, tuang air secukupnya. Rebus sampai mendidih. Saring dan buang kepala udang.
3. Masukkan tumisan bumbu ke dalam kuah kaldu, masukkan juga udang, Shifudo Seafood, beserta gochujang, garam, gula dan kaldu bubuk. Masak sampai matang.
4. Tambahkan pokcoy dan jamur enoki, masak sebentar dan Tom Yam Seafood rumahan siap di sajikan."
30,30,Telur Bumbu Merah,https://resepmamiku.com/telur-bumbu-merah-ketutarsini,"8 butir telur ayam ( jumlahnya sesuaikan ketersediaan telur, rebus, goreng)
2 lbr daun jeruk
Secukupnya garam, kaldu bubuk/kaldu jamur","6 siung bawang merah
4 siung bawang putih
2 buah cabai merah besar
8 buah cabai merah kriting
3 buah cabai rawit sesuaikan selera
2 buah tomat ukuran sedang
1 sachet terasi instan
1/2-1 sdm gula merahGoreng telur yg sudah direbus sebelumnya
Tumis bumbu halus & daun jeruk hingga wangi, kemudian masukkan telur ayam, bumbui dgn seasoning lainnya, masak hingga bumbu matang dan koreksi rasa, sajikan",
31,31,Sambal Tomat Kemiri,https://resepmamiku.com/sambal-tomat-kemiri-vianney_lim99,"5 bh (250 gr) Tomat
20 gr Cabe rawit (sesuaikan selera)
80 gr Cabe merah besar
200 gr Bawang merah
25 gr Bawang putih
6 btr Kemiri
Minyak goreng1 sdt Terasi bakar
1,5 sdt Kaldu jamur
2,5 sdt Garam
1 sdm Gula merah",,"1. Goreng semua bahan yg akan dihaluskan sampai layu. Angkat dan tiriskan. Tunggu sampai tidak panas baru kemudian dihaluskan dg chopper atau bisa juga diulek.
2. Sisihkan setengah minyak bekas menggoreng tadi. Masukkan bahan yg uda dihaluskan dan semua bumbu lainnya.
3. Masak dg api kecil sampai berwarna gelap."
32,32,Pempek Otak-otak Ikan Tenggiri,https://resepmamiku.com/pempek-otak-otak-ikan-tenggiri-laysisilia,"500 gr daging ikan tenggiri
200 ml santan kental instan
100 ml air
100 ml putih telur
2,5 sdt garam
1 sdt micin
Lada bubuk
1 sdt ketumbar bubuk
50 gr bawang merah iris
150 gr tepung tapioka",,"Campur daging ikan dg air dan santan, aduk sampe halus dan tercampur rata
tambahkan garam dan micin aduk rata sampe adonan menjadi kental
masukkan bahan lainnya aduk rata, bungkus adonan dg daun pisang, panggang bolak balik hingga matangRebus cabe dan baput kira2 5 menitan, angkat tiriskan. Haluskan cabe bersama sebagian air, tuang kewadah , masukkan sisa air dan bumbui dg gula garam dan air jeruk. Koreksi rasa"
33,33,Beef Spinach Muffin,https://resepmamiku.com/beef-spinach-muffin-lim_henni,"175 gr Daging sapi giling (saya campur sosis)
75 gr Bawang Bombay cincang
4 gr Daun parsley cincang halus
2 sdm Margarin5 butir Telur ayam
175 gr Kentang kukus
40 gr Daun bayam, iris2/potong2 kcl
12 gr Daun bawang, iris2
75 gr Keju cheddar parut
1/4 – 1/2 sdt Garam (sesuaikan dgn tingkat keasinan yg diinginkan krn keju uda asin ya)
1/2 sdt Merica bubuk8-10 pc Roti tawar kupas kulit
Margarin tuk oles loyang
Keju parut secukupnya tuk taburan atas",,"1. Tumis bahan A sampai harum dan matang (lihat video atas)
2. Hancurkan kentang yg uda direbus, masukkan semua bahan B dan A, aduk rata
3. Siapkan roti tawar, Gilas sampai pipih, potong ujung2 (lihat video ya caranya), susun di loyang muffin yg uda diolesin margarin
4. Tuang isian ke dlm roti taburin dgn keju parut
5. Oven suhu 180C 25 menit"
