,link,bahan,bumbu,metode
10,https://resepmamiku.com/kentang-goreng-ala-kfc-dhiahoddie,"500 gr kentang, bersihkan dan potong stick
100 gr maizena
5 siung bawang putih
Garam secukupnya
Air es",,"1. Rebus kentang, bawang putih dan garam selama 3 menit, angkat dan tiriskan.
2. Siapkan air es, rendam kentang selama 15 menit, angkat dan tiriskan.
3. Taburi maizena sampai rata, goreng sampai kering (atau bisa di buat frozen). Angkat dan siap di sajikan dengan saus sambal."
11,https://resepmamiku.com/tumis-ayam-dengan-sayur-dita_dwistyani,"2 ptg ayam bagian paha, potong kecil
1 bh wortel
2 bh putren(baby corn)
1 genggam buncis","2 siung bawang putih, cincang
1⁄2 siung bawang bombay,potong2
2 bh cabai merah besar
1⁄2 sdt garam
1 sdm kaldu jamur
1⁄2 sdm gula
1⁄4 sdt lada bubuk
2 sdm kecap manis
1 sacc saos lada hitam","1. Potong bagian ayam kecil-kecil, kemudian marinasi dengan saos lada hitam. Sisihkan
2. Tumis bawang putih dan bombay hingga wangi, kemudian masukkan ayam yang telah di marinasi dan aduk merata
3. Kemudian masukkan wortel dan baby corn, beri air secukupnya.
4. Tambahkan gula,garam,kaldu jamur dan lada bubuk, aduk merata dan biarkan sayurannya agak lunak.
5. Setelah itu masukkan irisan buncis, beri kecap manis
6. Koreksi rasa dan siap di sajikan setelah semuanya matang"
12,https://resepmamiku.com/bakwan-jagung-simple-rosita_kitchendiary,"1 jagung pipil
Buncis iris
1 bawang putih
2 bawang merah iris
1 daun bawang iris
4 sdm tepung crispy serbaguna
Garam, merica, gula pasir
Air",,"Haluskan sebagian jagung pipil dan bawang putih. Tambahkan irisan bawang merah, daun bawang, buncis iris, tepung serbaguna, garam, merica, gula pasir, aduk rata, tambahkan air sedikit sedikit sampai kekentalan sesuai selera.
Goreng dalam minyak panas hingga kuning keemasan. Angkat dan sajikan di piring."
13,https://resepmamiku.com/pempek-lenjer-kapal-selam-laysisilia,"500 gr daging ikan tenggiri giling
400-450 ml air
1 btr telur utuh
1-2 sdt bawang putih halus
400 gr sagu
Garam dan penyedap",,"Mixer ikan dengan air sedikit demi sedikit sampe halus tercampur rata, lalu masukkan garam dan penyedap mixer hingga tekstur ikan menjadi kental kurleb 5 menitan
Masukkan telor utuh dan bawang putih mixer sampe tercampur rata. Masukkan sagu, aduk rata pake tangan, ambil sedikit adonan lalu bentuk sesuai selera."
14,https://resepmamiku.com/ikan-sambel-terasi-pete-fransiskaailen,"Ikan selar (boleh ikan apa aja suka suka ya mom)
Air jeruk nipis
Garam, penyedap jamur secukupnyaCabe merah
Cabe rawit
Bawang putih
Bawang merah
1/2 sdt terasi
Kemiri",,"1.marinasi ikan dengan air jeruk nipis, garam, penyedap jamur selama 15 menit.lalu goreng sisihkan.
2.tumis bumbu halus,daun, salam sampai harum.masukan garam, penyedap jamur.
3.aduk aduk masukan pete aduk sebentar masukan ikan goreng aduk rata.lalu matikan kompor
4.angkat dan sajikan dengan nasi hangat.mantul banget"
15,https://resepmamiku.com/tempe-goreng-tepung-dita_dwistyani,"1⁄2 papan tempe, potong tipis sesuai selera
1⁄2 bks tepung serbaguna dari sasa @kreasisasa
2 btg daun bawang, iris",,"1. Campurkan tepung dan irisan daun bawang, beri air secukupnya hingga didapat konsistensi adonan yang diinginkan
2. Celupkan tempe kedalam adonan tepung
3. Goreng hingga tempe matang ditandai dengan warnanya yang kecoklatan"
16,https://resepmamiku.com/nugget-balado-viral-daun-jeruk-lilyminarosa,"1 bungkus Crispy Chicken Nugget @teman kanzler , goreng atau air fryer selama 8-10 menit",,"1. Goreng semua bawang dan cabe sampai stengah matang, angkat, uleg/cacah kasar dengan chopper
2. Masukkan kembali sambel ke dalam teflon, lalu tambahkan daun jeruk, garam, gula, aduk rata, masak sampai warna sambal lebih gelap dan matang
3. Masukkan nugget yg sudah digoreng, aduk rata, segera sajikan."
17,https://resepmamiku.com/bola-bola-mie-yscooking,"1/ 2 keping mie telur, rebus, potong2
1 potong ayam fillet, cincang
2 siung bawput cincang halus
1/4 buah wortel parut
1 batang daun bawang iris
6 sdm terigu
1 sdm tapioka
1 butir telur
Kaldu bubuk
Garam, merica",,"Campur rata semua bahan di atas, bentuk bola lalu goreng sampai matang"
18,https://resepmamiku.com/sundubu-ramyeon-soft-tofu-ramyeon-rachelviann,"1 bungkus Shim Ramyeon
1 bungkus Soft Tofu
1 butir telur
1 batang daun bawang
1 sdt bawang cincang
1 sdm cabe bubuk
1 sdm minyak goreng
1 sdt kecap asin(sesuai selera)
500 ml air putih",,"Potong2 daun bawang sesuai selera
Siapkan panci beri 1 sdm minyak goreng
Masukan bawang putih,daun bawang setengah nya dan cabe bubuk
Aduk rata sampai wangi lalu masukan air putih
Masukan Tofu lalu aduk2 setelah mendidih masukan bumbu instan
Masukan ramen aduk2 lalu masukan telur masak sebentar Angkat
Taburi dgn sisa daun bawang dan cabe iris
Sajikan selagi hangat"
19,https://resepmamiku.com/otak-otak-daging-tenggiri-lim_henni,"500 gr Ikan Tenggiri Segar
75-100 gr Tepung sagu
2 butir Putih telur
150 ml Santan kental dingin
4 sdm Daun bawang cincang
1 sdm Garam
1/4 sdt Merica (optional)
1 sdt Penyedap rasa (optional)
Daun pisang untuk membungkus
Piping bag untuk adonan","3 butir Bawang merah
3 butir Bawang putih","1. Campur semua bahan dan bumbu halus kecuali t.sagu dan daun bwng, blender dgn food processor hingga halus bngt, terakhir masukkan t.sagu dan d.bawang blender lg hingga tercampur
2. Siapkan wadah besar banting2 adonan 15menit supaya kenyal dan lentur, masukkan ke piping bag, diamkan di kulkas 15menit
3. Semprotkan adonan ke daun pisang, bungkus, sematkan lidi/staples
4. Bakar di teflon hingga matang dan wangi
5. Saus kacang : haluskan semua bahan, masak hingga mendidih"
20,https://resepmamiku.com/sambel-ijo-lisna_lisnawati71,"15 buah cabe ijo kriting
1 genggam cabe rawit hijau
4 buah tomat hijau
4 siung bawang putih
3 siung bawang merah
2 lmbr daun jeruk (me: skip)
1/2 sdt air perasan jeruk limau
gula, garam dan penyedap/kaldu bubuk secukupnya
sedikit air matang 40 mil
minyak goreng 5/6 sdm, untuk menumis",,"1. Uleg cabe rawit, cabe ijo kriting dan bawang merahbawang putih, semuanya uleg kasar
2. Potong2 dadu kecil tomat hijau nya
3. Tumis bahan sambel yang diuleg kasar , masukkan potongan tomat, daun jeruk, aduk lalu beri sedikit air
4. Tambahkan gula pasir, garam , penyedap/kaldu bubuk, dan air perasan jeruk limau, cek rasa
5. Setelah sambelnya mengental, rasanya sudah cukup pas, angkat dan sajikan"
21,https://resepmamiku.com/ikan-goreng-sambel-nanas-fransiskaailen,"Ikan
Marinasi dengan air jeruk nipis,garam,kaldu jamur selama 15 menitNanas potong kotak
Serai iris tipis
Bawang merah iris tipis
Cabe rawit iris
Daun kemangi
Air jeruk nipis
Gula
Garam
Minyak",,"1. Goreng ikan hingga golden brown.angkat tata dipiring
2.diwadah campur semua bahan Sambel kecuali minyak.
3.panaskan minyak tuang kedalam sambal aduk rata.
4.sajikan ikan dengan sambal."
22,https://resepmamiku.com/korean-chicken-wings-dhiahoddie,"500 gr sayap ayam, belah jadi 2
2 siung bawang putih halu1
1/2 sdt garam
1/2 sdt lada bubuk
(Campur jadi satu, marinasi selama 30 menit)100 gr tepung terigu
50 gr tepung beras
1 sdm maizena
1 sdt kaldu bubuk
1 sdt cabe bubuk
1/2 sdt lada bubuk1/2 buah bawang bombai
2 siung bawang putih
3 sdm saus gochujang (siap beli)
3 sdm saus sambal
2 sdm saus tomat
1 sdm minyak wijen
1 sdm saus tiram
1 sdm kecap asin
1 sdt bon cabe (skip)
Gula dan kaldu bubuk secukupnya",,"1. Campur sayap ayam dengan bawang putih, kaldu bubuk dan lada bubuk, aduk rata. Diamkan selama 30 menit.
2. Balur dengan bahan tepung sampai rata, goreng dengan api kecil sampai matang, angkat dan sisihkan.
3. Tumis bawang bombai dan bawang putih sampai harum, masukkan bahan saus, gula dan kaldu bubuk, aduk rata. Masak sebentar, angkat.
4. Taburi wijen sangrai dan daun bawang, siap di sajikan."
23,https://resepmamiku.com/ayam-goreng-sambal-mercon-yscooking,"1 ekor ayam ukuran kecil, belah 2 tdk putus1sdt ebi sangrai
10 bawmer
30 rawit
Kaldu bubuk bila suka
Garam dan gula","1 sdt ketumbar
1 sdt kunyit
Garam, merica
Kaldu bubuk bila suka","1. Marinasi ayam dgn bumbu, biarkan min 1 jam
2. Goreng di minyak panas sampai matang1. Tumis bumbu ulek sampai wangi, beri bumbu2 koreksi rasa. Tumis sampai berminyak
2. Sajikan bersama ayam"
24,https://resepmamiku.com/tumis-paru-cabai-hijau-dita_dwistyani,"400 gr paru rebus (saat merebus tambahkan daun salam, jahe dan lengkuas agar tidak amis)","4 siung bawang merah
2 siung bawang putih
5 bh cabai rawit
1 genggam cabai keriting hijau
1 bh cabai hijau besar1⁄2 sdm garam
1⁄2 sdm kaldu jamur
1⁄2 sdm gula
1⁄4 sdm lada bubuk
2 sdm saos tiram / secukupnya","1. Setelah paru di rebus, potong sesuai selera
2. Tumis bumbu iris dan setelah bumbu matang, masukkan paru dan aduk merata
3. Tambahkan garam,gula,kaldu jamur,lada bubuk dan saos tiram kemudian aduk hingga merata
4. Beri air secukupnya dan masak hingga bumbu meresap
5. Koreksi rasa dan siap disajikan"
25,https://resepmamiku.com/arem-arem-isi-ayam-wortel-wawawiati,"Bahan arem-arem:
1 kg beras kualitas bagus, cuci bersih, tiriskan
3000 ml air/ santan encer ( hasilnya lembut dan padat kalo suka lebih keras takaran air boleh dikurang)
1,5 sdm garam atau secukupnya
Bubuk kaldu secukupnya kalo suka
Salam dan serai jika suka (saya gak pakai)
Bahan isian:
500 gr fillet ayam, rebus lalu cincang/suwir
250 g wortel, potong kotak kecil
1 butir bawang bombay, iris kecil (kalo gak ada boleh pake bawang merah 7 butir)
6 siung bawang putih, keprek, cincang
125 batang daun bawang, iris
Gula putih, garam dan kaldu bubuk secukupnya (test rasa)
1/2 sdt merica
1-2 sdm Kecap manis
2 sdt Saus tiramDaun pisang untuk bungkus, dipotong potong, di lap bersih, layukan di atas api sampai lemas.",,"Cuci beras sampai bersih, tiriskan sebentar. Masak beras, santan dan garam sampai airnya habis. Pada tahap ini terbentuk nasi lembek, tumbuk2 dengan cukil kayu/ulekan yg dibungkus plastik sampai butiran nasinya agak halus. Tujuannya supaya arem2 yg dihasilkan lembut. Tutup, sisihkan,
Tumis duo bawang sampai harum. Masukan ayam dan wortel, tambahkan sedikit air rebusan ayam. Masak sampai wortel layu. Masukan bawang daun, beri gula, garam, merica bubuk, kaldu bubuk, kecap dan saus tiram. Aduk2 dan masak sampai matang. Test rasa. Matikan kompor
Ambil daun, beri 2 sdm bahan arem2, pipihkan, beri isian, rapikan, gulung daun, lipat rapi kedua ujungnya. Lakukan sampai bahan arem2 habis.
Kukus sampai matang kurleb 1 jam
Untuk sekitar 40-45 bungkus"
26,https://resepmamiku.com/oseng-labu-siam-yscooking,"1 buah labu siam
1 ekor ikan kembung/cuwe/tongkol, goreng lalu suwir
2 siung bawput cincang
2 butir bawmer iris
10 rawit
1 sdm.saus tiram
Garam, merica",,"1. Tumis duo bawang dan rawit sampai wangi. Masukkan ikan tumis sebentar
2. Masukkan labu dan bumbu, beri sedikit air. Masak sampai matang"
27,https://resepmamiku.com/nasi-tim-ayam-yscooking,"Bahan nasi tim :
2 cup beras
2 blok kaldu ayam
Garam
Pelengkap: 2 butir telur rebus belah dua2 paha ayam fillet potong dadu
2 jamur shitake iris
4 siung bawput cincang halus
1/2 bawang bombay cincang kasar
2 sdm saus tiram
1 sdm kecap manis
2 sdm kecap asin
1 sdm kecap ikan
1/2 sdm gula
Garam, merica
1 sdt minyak wijen","1 sdm kecap manis
1 sdm kecap asin
1 sdm maizena
Merica1. Bumbui ayam dgn bumbu marinasi. Sisihkan
2. Tumis bawput sampai wangi, masukkan bombay tumis sebentar
3. Masukkan ayam, setelah pucat masukkan jamur, tumis sebentar
4. Masukkan bumbu, kecuali minyak wijen, aduk rata
5. Masukkan air sampai 3/4 tumisan, masak sampai meletup. Koreksi rasa kembali. Beri minyak wijen. Angkat dan biarkan agak dingin
6. Taruh telur dalam mangkuk anti panas, beri 3 atau 4 sdm tumisan ayam beserta kuahnya. Masukkan nasi, jgn terlalu padat ya
7. Panaskan kukusan, kukus dgn api kecil kurleb 40 menit.
8. Sajikan dgn sambal, acar timun dan kuah bakso","1. Cuci bersih beras, masukkan dlm panci rice cooker lalu tuang air dan airnya harus 2x lebih banyak dari masak nasi biasa.
2. Masukkan kaldu blok. Masak sampai 3/4 matang, klo saya kurleb 15 menit. Lalu matikan, angkat dan biarkan dingin"
28,https://resepmamiku.com/pecel-kediri-trisulistijani-2908,"Bahan Sambal Pecel :
500 gr Kacang Tanah, sangrai dg api kecil hingga matang
10 lbr Daun Jeruk, buang tulang daunnya
300 gr Gula Merah (jika kurang manis bs ditambah 1 sdm gula pasir/sesuai selera)
10 gr Asam Jawa tanpa biji
25 gr Garam
Kaldu Jamur secukupnya
Bumbu :
50 gr Bawang Putih (sy, 1/4 bagian iris tipis & digoreng kering)
50 gr Cabe Keriting
50 gr Cabe Merah
25 gr Cabe Rawit (sesuaikan selera pedasnya)
20 gr Kencur",,"1. Potong kasar semua bahan bumbu, lalu sangrai hingga matang & cabenya kering
2. Campur kacang tanah, bawang putih goreng, daun jeruk, gula merah, gula pasir, asam jawa, garam, kaldu jamur dan bumbu yg sudah disangrai, aduk rata dan giling hingga halus (atau bila suka bisa digiling agak kasar, sehingga msh ada tekstur kacangnya). Koreksi rasa. Tuang dalam wadah, aduk kembali menggunakan sendok kayu agar bumbu benar2 merata."
29,https://resepmamiku.com/semar-mendem-layer-cake-albiyansmom,"500 gr beras ketan
350 ml santan
1/2 sdt garam
3 lembar daun jeruk
1 lembar daun pandan
3 lembar daun salam
1 batang serai","4 siung bawang merah
3 siung bawang putih
2 butir kemiri
1 sdt ketumbar","1. Rendam ketan 2 jam. Kukus selama 15 menit. Didihkan santan, garam, daun jeruk, salam & serei. Masukkan ketan. Masak hingga air susut. Kukus kembali ketan selama 15 menit.
2. Tumis bumbu halus, daun salam, jeruk, lengkuas & sereh hingga harum, Masukkan ayam suwir, santan, dan beri bumbu. Masak hingga susut. Tiriskan.
3. Campur semua bahan kulit hingga rata. Buat dadar di teflon. Lakukan hingga habis. Sisihkan.
4. Ambil 1 lembar dadar, beri ketan lalu ayam tumpuk kembali dadar. Lakukan hingga layer terakhir."
30,https://resepmamiku.com/cah-bokchoy-bawang-putih-yscooking,"1 ikat bokchoy, rebus sebentar
3 siung bawput cincang
2 cm jahe geprek
1 sdm saus tiram
2 sdm kecap asin
1 sdm kecap ikan
Garam, merica
Laruran maizena",,"1. Tumis bawput dan jahe sampai wangi
2. Masukkan bumbu2, aduk rata.
3. Masukkam bokchoy, tuang sedikit air
4. Setelah mendidih beri larutan maizena
5. Setelah meletup , angkat"
31,https://resepmamiku.com/pie-bihun-ayam-dapoerliandra,"Bahan Kulit Pie
200 gr tepung protein sedang
100 gr butter/margarin
1 sdm air es
1 kuning telur
1 sdm gula halus
Bahan Isian
100 gr bihun @bihunaaa
100 gr ayam giling
1 buah kentang, potong dadu
1 buah wortel, potong dadu
1 batang daun bawang
1/4 bawang bombai, iris2
3 siung bawang putih, haluskan
1 sdm saos tiram
1 sdm tepung terigu larutkan dengan sedikit air
Secukupnya air
Secukupnya garam
Secukupnya gula
Secukupnya penyedap rasa ayam (optional)
Secukupnya lada bubuk
Bahan olesan
1 butir kuning telur",,"1. Rebus bihun AAA sampai empuk, angkat sisihkan.
2. Tumis bawang bombai dan bawang putih hingga harum, masukkan daging ayam giling, wortel, dan kentang, aduk rata. Tambahkan air secukupnya masak hingga matang.
3. Masukan bihun, Lalu beri saos tiram, gula pasir, garam, penyedap rasa, lada bubuk aduk rata. Masukan larutan tepung terigu, daum bawang aduk rata dan tes rasa. Angkat. Sisihkan.
4. Campur semua bahan kulit pie, uleni hingga tercampur rata. Ambil sebagian adonan untuk bagian atasnya. Lalu sisanya cetak pada loyang pie uk.20cm. Tusuk tusuk dengan garpu.
5. Tuang bahan isian ke dalam kulit pie yang sudah dicetak. Tutup dengan kulit pie lagi. Oles dengan kuning telur.
6. Panggang pie selama 30-40 menit suhu 180 dercel (sesuaikan dengan oven masing2)
7. Setelah matang, angkat. Sajikan ."
32,https://resepmamiku.com/nasi-gandul-khas-pati-rachelviann,"500 gr daging sapi(boleh di mix)
250 gr jeroan (saya ganti kikil)
3 liter air
400 ml santan fresh /250 ml santan instan4 lembar daun salam
8 lembar daun jeruk
2 batang sereh geprek2 sdm gula jawa
4 sdm kecap manis
1 sdt kaldu jamur
1,5 sdt garam(sesuaikan banyak nya air)
1 pcs kayu manisTempe goreng
Pindang telur
Sambal rawit rebus(cabe di rebus lalu di halus kan tambah sedikit garam gula)","12 butir bawang merah
7 siung bawang putih
4 cm lengkuas
4 buah cabe merah besar buang biji
5 buah kemiri sangrai
4 cm kencur
2 cm jahe
1/2 sdt terasi
1 sdt ketumbar
1/2 butir pala
1/2 sdt jintan
1/2 sdt merica","Rebus jeroan sampai empuk lalu sisihkan
Rebus air dan daging sapi sampai setengah empuk klu kurang air boleh di tambah sesuai selera
Panaskan wajan lalu beri 3 sdm minyak goreng tumis bumbu halus sampai harum,masukan bahan cemplungan tumis sampai layu
Tuang bumbu ke dalam air rebusan daging,masukan jeroan lalu rebus sampai mendidih
Bila daging sdh empuk dan bumbu meresap masukan santan aduk rata,rebus sampai mendidih sambil di aduk lalu masukan bahan tambahan aduk rata rebus sampai meresap sempurna jangan lupa koreksi rasa
Kuah gandul siap di sajikan dgn nasi dan lauk pendamping dan cabe rebus"
33,https://resepmamiku.com/donat-misoa-dhora_kusumadewi,"100 gr misoa
1 buah wortel, parut atau potong kotak2
1 batang daun seledri
1 batang kecil daun bawang
1 buah sosis, potong kotak2 kecil
600 ml air
1 sdm saus tiram
1/4 sdm garam
1/2 sdm gula pasir","2 siung bawang putih
4 butir bawang merah
1/2 sdt lada putih
* haluskan
2 butir telur uk kecil (1 bila besar)
Tepung terigu","1. Tumis bumbu halus sd wangi, masukkan daun bawang seledri, sosis.
2. Masukkan air, wortel, saus tiram, garam, gula pasir, misoa, koreksi rasa.
3. Masak sd semua air terserap misoa.
4. Tuang dlm cetakan donat, dinginkan sd misoa memadat. Lepaskan dr cetakan.
5. Balur misoa dg terigu, celupkan ke telur kocok, goreng sd keemasan."
34,https://resepmamiku.com/beef-donburi-yscooking,"Nasi putih
Telur mata sapi250 gr sapi has dalam iris tipis
2 siung bawput cincang
1/2 bawang bombay iris
1 batang daun bawang iris
3 sdm.kecap asin
1 sdt minyak wijen
1 sdm saus tiram
1 sdm gula pasir atau sesuai selera
1 sdm mirin ( bole skip)
1 sdt wijen sangrai untuk taburan",,"1. Marinasi daging dgn semua bumbu min 30 menit
2. Tumis daging sampai matang, lalu koreksi rasa kembali. Angkat
3. Di wok yg sama tumis bombay sampai kecoklatan, masukan bawang putih. Setelah harum masukkan daging. Aduk rata
4. Masukkan daun bawang dan biji wijen. Aduk lalu angkat
5. Tata nasi putih di mangkuk, beri tumisan daging dan telur ceplok. Selamat menikmati."
35,https://resepmamiku.com/tahu-jambal-pedas-yscooking,"2 buah tahu putih, potong kotak, goreng
3 kerat ikan asin jambal, potong kotak, goreng
Kaldu bubuk
Gula
Garam","5 bawput
6 bawmer
10 cabe merah
Rawit
1 tomat","1. Pakai minyak bekas menggoreng jambal, tumis bumbu halus sampai harum dan berminyak
2. Masukkan tahu dan jambal, beri bumbu, aduk rata
3. Tuang air sedikit saja, masak sampai meresap
4. Sajikan dgn nasi hangat"
36,https://resepmamiku.com/indel-cumi-yscooking,"200gr cumi, rendam air garam
2 buah cabe hijau
2 cabe merah
Rawit
3 bawput
4 bawmer
2 lbr daun salam
2 cm lengkuas
1 batang serai geprek
1 buah tomat kecil
Kaldu bubuk
1 sdm gula
Garam, merica",,"1. Goreng cumi sebentar lalu angkat
2. Pakai sedikit minyak sisa goreng cumi, tumis semua bumbu rempah sampai wangi.
3. Masukam cumi yg sudah digoreng, beri bumbu2, masak sampai matang"
